DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	17q22	17	54979110	NR	STXBP4			ENSG00000166263			rs6504950-G	rs6504950	0	6504950	intron_variant	0	0.72	5E-12	11.301029995663981		1.0638298	[1.04-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	18q11.2	18	26757460	NR	AQP4-AS1			ENSG00000260372			rs527616-G	rs527616	0	527616	intron_variant	0	0.62	8E-13	12.096910013008056		1.0526316	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	18q11.2	18	26990703	NR	CHST9, AQP4-AS1			ENSG00000154080, ENSG00000260372			rs1436904-T	rs1436904	0	1436904	intron_variant	0	0.6	3E-8	7.522878745280337		1.0416667	[1.03-1.06]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	19p13.11	19	17278895	NR	USHBP1, BABAM1, AC010463.1			ENSG00000130307, ENSG00000105393, ENSG00000269307			rs8170-A	rs8170	0	8170	synonymous_variant	0	0.19	2E-6	5.698970004336019		1.04	[1.02-1.07]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	19p13.11	19	17283315	NR	ANKLE1			ENSG00000160117			rs2363956-T	rs2363956	0	2363956	missense_variant	0	0.49	2E-6	5.698970004336019		1.03	[1.01-1.05]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	19p13.11	19	18460331	NR	ELL			ENSG00000105656			rs4808801-A	rs4808801	0	4808801	intron_variant	0	0.65	4E-15	14.397940008672037		1.0752687	[1.06-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	19q13.31	19	43782361	NR	KCNN4 - LYPD5	ENSG00000104783	ENSG00000159871		1104	3513	rs3760982-A	rs3760982	0	3760982	regulatory_region_variant	1	0.46	8E-9	8.096910013008056		1.05	[1.03-1.07]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	21q21.1	21	15148511	NR	AF127577.5 - AF246928.1	ENSG00000236471	ENSG00000280082		80674	198141	rs2823093-G	rs2823093	0	2823093	intergenic_variant	1	0.73	3E-13	12.522878745280337		1.0752687	[1.05-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	22q12.2	22	29225488	NR	EMID1			ENSG00000186998			rs132390-C	rs132390	0	132390	intron_variant	0	0.04	3E-9	8.522878745280337		1.14	[1.08-1.2]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	22q13.1	22	40480230	NR	MRTFA			ENSG00000196588			rs6001930-C	rs6001930	0	6001930	intron_variant	0	0.11	2E-20	19.69897000433602		1.12	[1.09-1.16]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	1q21.1	1	145790097	LOC10028814, NBPF10, RNF115	RNF115			ENSG00000265491			rs12405132-C	rs12405132	0	12405132	intron_variant	0	0.64	2E-7	6.698970004336019		1.0526316		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	1q21.2	1	149955122	intergenic	OTUD7B			ENSG00000264522			rs12048493-C	rs12048493	0	12048493	intron_variant	0	0.34	2E-9	8.698970004336019		1.07	[1.05–1.10]	Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	1q43	1	241870961	EXO1	EXO1			ENSG00000174371			rs72755295-G	rs72755295	0	72755295	intron_variant	0	0.03	3E-7	6.522878745280337		1.15	[1.09–1.22]	Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	3p21.31	3	46825376	intergenic	PRSS50 - PRSS42P	ENSG00000206549	ENSG00000178055		12802	4166	rs6796502-G	rs6796502	0	6796502	intergenic_variant	1	0.81	8E-7	6.096910013008056		1.0869565		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	5p15.1	5	16187419	intergenic	AC092335.1 - NACAP6	ENSG00000250448	ENSG00000248403		1834	4669	rs13162653-G	rs13162653	0	13162653	intergenic_variant	1	0.55	2E-6	5.698970004336019		1.0526316		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	5p13.3	5	32567626	intergenic	SUB1			ENSG00000113387			rs2012709-T	rs2012709	0	2012709	intron_variant	0	0.46	2E-6	5.698970004336019		1.05	[1.03–1.08]	Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	5q14.2	5	82242227	ATG10	ATG10			ENSG00000152348			rs7707921-A	rs7707921	0	7707921	intron_variant	0	0.77	4E-9	8.397940008672037		1.0752687		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	6p22.1	6	28958443	intergenic	LINC01556 - KRT18P1	ENSG00000233566	ENSG00000226462		13906	10687	rs9257408-C	rs9257408	0	9257408	TF_binding_site_variant	1	0.38	5E-7	6.301029995663981		1.05	[1.03–1.08]	Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	7q32.3	7	130982362	FLJ43663	AC016831.7, LINC-PINT			ENSG00000285106, ENSG00000231721			rs4593472-C	rs4593472	0	4593472	intron_variant	0	0.65	4E-6	5.3979400086720375		1.0526316		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	8q23.3	8	116197325	LINC00536	LINC00536			ENSG00000249917			rs13267382-A	rs13267382	0	13267382	intron_variant	0	0.36	5E-6	5.301029995663981		1.05	[1.03–1.07]	Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA	14q32.12	14	92637727	RIN3	RIN3			ENSG00000100599			rs11627032-T	rs11627032	0	11627032	intron_variant	0	0.74	1E-6	6.0		1.0638298		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2019-02-28	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	46,785 European ancestry cases, 42,892 European ancestry controls	NA				ATAD5							chr17:29230520-G	chr17:29230520	0			1	0.8	1E-6	6.0		1.0752687		Affymetrix, Illumina [~ 14000000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST007236	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	9q31.2	9	107543834	NR	PPIAP88 - RNU6-996P	ENSG00000227350	ENSG00000202308		218	119306	rs10759243-A	rs10759243	0	10759243	intergenic_variant	1	0.29	3E-9	8.522878745280337		1.05	[1.03-1.08]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	9q31.2	9	108126198	NR	CHCHD4P2 - AL353742.1	ENSG00000237360	ENSG00000230030		28347	125956	rs865686-T	rs865686	0	865686	regulatory_region_variant	1	0.62	6E-34	33.221848749616356		1.1111112	[1.09-1.14]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	10p12.31	10	21744013	NR	MLLT10 - DNAJC1	ENSG00000078403	ENSG00000136770		383	12535	rs7072776-A	rs7072776	0	7072776	intergenic_variant	1	0.29	1E-14	14.0		1.07	[1.05-1.09]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	10p12.31	10	22026914	NR	DNAJC1 - ADIPOR1P1	ENSG00000136770	ENSG00000232497		23145	136078	rs11814448-C	rs11814448	0	11814448	intergenic_variant	1	0.02	6E-17	16.221848749616356		1.27	[1.19-1.36]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	10q21.2	10	62518923	NR	AC024598.1, ZNF365			ENSG00000285837, ENSG00000138311			rs10995190-G	rs10995190	0	10995190	intron_variant	0	0.84	2E-37	36.69897000433602		1.1627907	[1.14-1.2]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	10q22.3	10	79081391	NR	ZMIZ1			ENSG00000108175			rs704010-T	rs704010	0	704010	intron_variant	0	0.38	3E-23	22.522878745280337		1.08	[1.06-1.1]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
2017-11-14	25751625	Michailidou K	2015-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25751625	Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.	Breast cancer	15,748 European ancestry cases, 18,084 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls	10q25.2	10	113014168	NR	TCF7L2			ENSG00000148737			rs7904519-G	rs7904519	0	7904519	intron_variant	0	0.46	9E-13	12.045757490560675		1.05	[1.03-1.07]	Affymetrix, Illumina [~ 11600000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004950	Genome-wide genotyping array
